transaction_id,blood_bank_id,blood_group,component_type,transaction_type,units,transaction_timestamp,source_donation_id,source_transfer_id,destination_bank_id,status,issue_id
TXN4AA1508B2D,BB011,A+,RBC,DONATION,2.0,2023-12-08 18:48:00,DONATION0691,,,POSTED,
TXN7390CEF608,BB005,B+,Plasma,DONATION,2.0,2023-12-09 12:12:00,DONATION0248,,,POSTED,
TXN36A0E87476,BB005,B+,RBC,DONATION,2.0,2023-12-09 12:29:00,DONATION0248,,,POSTED,
TXN445E474E20,BB002,A+,RBC,ISSUE,1.0,2023-12-11 12:23:00,,,,POSTED,ISSUEE0A99E4022
TXN41FE86B175,BB001,O+,RBC,ISSUE,2.0,2023-12-13 09:40:00,,,,POSTED,ISSUE16E3638929
TXN9E718525E2,BB001,O+,Plasma,ISSUE,2.0,2023-12-13 11:15:00,,,,POSTED,ISSUEDE0894D824
TXN63FE7D5706,BB010,B+,Plasma,DONATION,1.0,2023-12-13 13:28:00,DONATION0422,,,POSTED,
TXN8C60E4BED9,BB010,B+,RBC,DONATION,1.0,2023-12-13 15:23:00,DONATION0422,,,POSTED,
TXN40AB8C3185,BB005,AB+,Plasma,DONATION,1.0,2023-12-14 08:47:00,DONATION0424,,,POSTED,
TXN31CC91456A,BB005,AB+,RBC,DONATION,1.0,2023-12-14 11:07:00,DONATION0424,,,POSTED,
TXN2EEE85A0F8,BB011,A+,Plasma,ISSUE,2.0,2023-12-14 14:04:00,,,,POSTED,ISSUEE7368DEEF0
TXN4635B4823C,BB005,AB+,Platelets,DONATION,1.0,2023-12-14 16:24:00,DONATION0424,,,POSTED,
TXN3918DC229A,BB012,A-,RBC,DONATION,2.0,2023-12-16 13:19:00,DONATION1501,,,POSTED,
TXNA8FAC603A2,BB012,A-,Plasma,DONATION,2.0,2023-12-16 17:50:00,DONATION1501,,,POSTED,
TXN82489D8B3F,BB017,B+,RBC,DONATION,2.0,2023-12-17 09:33:00,DONATION0341,,,POSTED,
TXN81E11C8166,BB017,B+,Plasma,DONATION,2.0,2023-12-17 16:12:00,DONATION0341,,,POSTED,
TXNCD8DCD8A6B,BB005,O+,Plasma,DONATION,3.0,2023-12-18 08:02:00,DONATION0473,,,POSTED,
TXN31C03B1170,BB019,O+,Plasma,DONATION,1.0,2023-12-18 08:55:00,DONATION0024,,,POSTED,
TXNB42FD7185A,BB019,O+,RBC,DONATION,1.0,2023-12-18 09:48:00,DONATION0024,,,POSTED,
TXN03267A2FB5,BB005,O+,Platelets,DONATION,3.0,2023-12-18 13:51:00,DONATION0473,,,POSTED,
TXN5CCE630DEA,BB005,O+,RBC,DONATION,3.0,2023-12-18 14:32:00,DONATION0473,,,POSTED,
TXNA7107C5BAD,BB019,O+,Platelets,DONATION,1.0,2023-12-18 18:10:00,DONATION0024,,,POSTED,
TXNBC11E0CBD4,BB006,A+,RBC,DONATION,1.0,2023-12-19 09:23:00,DONATION1577,,,POSTED,
TXN187FB2CB67,BB017,B+,Plasma,ISSUE,4.0,2023-12-19 09:51:00,,,,POSTED,ISSUEAC5E988AA6
TXN3837043000,BB006,A+,Plasma,DONATION,1.0,2023-12-19 16:54:00,DONATION1577,,,POSTED,
TXNEB764854BD,BB001,A+,RBC,DONATION,1.0,2023-12-21 11:43:00,DONATION0927,,,POSTED,
TXND37CDE33F7,BB019,O+,RBC,ISSUE,3.0,2023-12-21 12:25:00,,,,POSTED,ISSUE729FC4614A
TXN1878E626CC,BB005,AB+,Plasma,ISSUE,1.0,2023-12-21 16:32:00,,,,POSTED,ISSUE8A0DF6E81F
TXN85DAB16C24,BB001,A+,Plasma,DONATION,1.0,2023-12-21 16:40:00,DONATION0927,,,POSTED,
TXN01167D2233,BB002,A+,RBC,DONATION,2.0,2023-12-25 09:24:00,DONATION1763,,,POSTED,
TXN25188451F6,BB012,B-,Plasma,DONATION,1.0,2023-12-25 14:39:00,DONATION1515,,,POSTED,
TXNA3B6319A92,BB002,A+,Plasma,DONATION,2.0,2023-12-25 15:20:00,DONATION1763,,,POSTED,
TXN5925FA61E1,BB012,B-,Platelets,DONATION,1.0,2023-12-25 16:27:00,DONATION1515,,,POSTED,
TXN89D9DABAFD,BB012,B-,RBC,DONATION,1.0,2023-12-25 17:59:00,DONATION1515,,,POSTED,
TXN38DEC63879,BB008,B+,RBC,DONATION,3.0,2023-12-26 08:42:00,DONATION1670,,,POSTED,
TXN73645D99C1,BB008,B+,Plasma,DONATION,3.0,2023-12-26 13:22:00,DONATION1670,,,POSTED,
TXN1616CD5A11,BB008,B+,Platelets,DONATION,3.0,2023-12-26 15:34:00,DONATION1670,,,POSTED,
TXNE0F752B3D3,BB019,A-,Plasma,DONATION,2.0,2023-12-27 13:07:00,DONATION1739,,,POSTED,
TXNF6ADB48D6E,BB019,A-,RBC,DONATION,2.0,2023-12-27 14:07:00,DONATION1739,,,POSTED,
TXND2815D9CA0,BB019,A-,Platelets,DONATION,2.0,2023-12-27 16:08:00,DONATION1739,,,POSTED,
TXNB9E79BAFCD,BB006,A+,RBC,ISSUE,2.0,2023-12-28 08:30:00,,,,POSTED,ISSUE117B7D6602
TXNB5C83B6F5C,BB007,AB+,Plasma,DONATION,2.0,2023-12-28 10:31:00,DONATION1765,,,POSTED,
TXN83F6C385A9,BB007,AB+,Platelets,DONATION,2.0,2023-12-28 12:45:00,DONATION1765,,,POSTED,
TXN1B978715F6,BB007,AB+,RBC,DONATION,2.0,2023-12-28 12:56:00,DONATION1765,,,POSTED,
TXNFEEA42CF73,BB002,A+,RBC,ISSUE,1.0,2023-12-29 09:21:00,,,,POSTED,ISSUE9A1F17254F
TXNF20AD90BF4,BB012,B-,Platelets,EXPIRY,1.0,2023-12-30 09:09:00,,,,POSTED,
TXN1F0AF62CB1,BB002,A+,Plasma,ISSUE,2.0,2023-12-30 17:56:00,,,,POSTED,ISSUEA868963167
TXND9F97EAE41,BB007,A+,RBC,DONATION,1.0,2023-12-31 08:53:00,DONATION1977,,,POSTED,
TXNFA677FB447,BB017,A+,RBC,DONATION,1.0,2023-12-31 09:09:00,DONATION1954,,,POSTED,
TXNE3D05A3B97,BB017,A+,Platelets,DONATION,1.0,2023-12-31 10:07:00,DONATION1954,,,POSTED,
TXNA966230F33,BB013,B+,Plasma,DONATION,2.0,2023-12-31 11:53:00,DONATION0121,,,POSTED,
TXN6CDB7B29DF,BB007,A+,Plasma,DONATION,1.0,2023-12-31 13:16:00,DONATION1977,,,POSTED,
TXN1A94D9E8AB,BB013,B+,RBC,DONATION,2.0,2023-12-31 15:16:00,DONATION0121,,,POSTED,
TXN87C87A3CD0,BB012,B+,Plasma,DONATION,1.0,2023-12-31 15:56:00,DONATION1114,,,POSTED,
TXNB53F6D74C4,BB012,B+,RBC,DONATION,1.0,2023-12-31 15:58:00,DONATION1114,,,POSTED,
TXNB6560ED536,BB012,B+,Platelets,DONATION,1.0,2023-12-31 18:20:00,DONATION1114,,,POSTED,
TXNFC931E3274,BB017,A+,Plasma,DONATION,1.0,2023-12-31 18:23:00,DONATION1954,,,POSTED,
TXN2FF1AA7FBD,BB007,AB+,Platelets,ISSUE,1.0,2024-01-01 08:42:00,,,,POSTED,ISSUE45A6E78C5A
TXN62D7007905,BB018,O-,Plasma,DONATION,1.0,2024-01-01 09:43:00,DONATION0660,,,POSTED,
TXN46A8281166,BB012,B+,Plasma,ISSUE,2.0,2024-01-01 13:19:00,,,,POSTED,ISSUEFBC1AC4550
TXNF2C1FCC84C,BB018,O-,RBC,DONATION,1.0,2024-01-01 13:41:00,DONATION0660,,,POSTED,
TXN1F142E1991,BB019,A-,RBC,ISSUE,1.0,2024-01-01 17:41:00,,,,POSTED,ISSUE3F7C08D609
TXN9B43489793,BB013,O+,RBC,DONATION,1.0,2024-01-03 08:44:00,DONATION1140,,,POSTED,
TXN21CCD3523D,BB018,O+,RBC,DONATION,1.0,2024-01-03 09:29:00,DONATION0750,,,POSTED,
TXN46D3A0ED68,BB013,O+,Platelets,DONATION,1.0,2024-01-03 15:50:00,DONATION1140,,,POSTED,
TXN58507D45C4,BB013,O+,Plasma,DONATION,1.0,2024-01-03 16:27:00,DONATION1140,,,POSTED,
TXNABE8634F99,BB018,O+,Plasma,DONATION,1.0,2024-01-03 17:38:00,DONATION0750,,,POSTED,
TXN5F53F2ABAA,BB018,O+,Platelets,DONATION,1.0,2024-01-03 18:47:00,DONATION0750,,,POSTED,
TXN36B22F46C5,BB008,B+,Platelets,ISSUE,2.0,2024-01-04 08:55:00,,,,POSTED,ISSUEEEE8A28F49
TXNA76D977C35,BB008,B+,Plasma,ISSUE,3.0,2024-01-04 11:23:00,,,,POSTED,ISSUE96C0E44D80
TXN3AA002F64C,BB016,B+,Plasma,EXPIRY,1.0,2024-01-04 12:56:00,,,,POSTED,
TXNA2C6AA0D60,BB011,O+,Plasma,DONATION,2.0,2024-01-05 08:27:00,DONATION0789,,,POSTED,
TXNFC7DF6DF6F,BB011,O+,RBC,DONATION,2.0,2024-01-05 17:36:00,DONATION0789,,,POSTED,
TXN233E978CE3,BB013,O+,Plasma,ISSUE,1.0,2024-01-05 17:43:00,,,,POSTED,ISSUEC4DB14DAD3
TXN95163E920B,BB005,O+,RBC,DONATION,1.0,2024-01-06 08:28:00,DONATION0692,,,POSTED,
TXN41FD8B511B,BB014,A+,Platelets,DONATION,3.0,2024-01-06 09:01:00,DONATION1032,,,POSTED,
TXN9F4CCBC223,BB005,O+,Plasma,DONATION,1.0,2024-01-06 12:22:00,DONATION0692,,,POSTED,
TXN9CB8C61C87,BB014,A+,Plasma,DONATION,3.0,2024-01-06 14:51:00,DONATION1032,,,POSTED,
TXN22220B01BC,BB014,A+,RBC,DONATION,3.0,2024-01-06 16:18:00,DONATION1032,,,POSTED,
TXNC61EE50F7B,BB007,A+,Plasma,ISSUE,2.0,2024-01-06 16:53:00,,,,POSTED,ISSUE8C1E464938
TXND954A869F2,BB013,O+,Platelets,EXPIRY,1.0,2024-01-08 13:39:00,,,,POSTED,
TXNEF10BB3463,BB014,A+,Plasma,ISSUE,3.0,2024-01-08 13:42:00,,,,POSTED,ISSUEC878F7199D
TXN171E2329C1,BB012,A+,RBC,DONATION,1.0,2024-01-08 16:17:00,DONATION0470,,,POSTED,
TXNAD08B5BF58,BB012,A+,Plasma,DONATION,1.0,2024-01-08 17:43:00,DONATION0470,,,POSTED,
TXN795736ED68,BB013,O+,RBC,ISSUE,1.0,2024-01-11 08:41:00,,,,POSTED,ISSUE067650ED98
TXN0C8076C6DC,BB010,B+,Platelets,DONATION,1.0,2024-01-11 09:20:00,DONATION1616,,,POSTED,
TXN2322440579,BB017,AB+,RBC,EXPIRY,1.0,2024-01-11 12:04:00,,,,POSTED,
TXN1A6DB10B32,BB010,B+,RBC,DONATION,1.0,2024-01-11 14:12:00,DONATION1616,,,POSTED,
TXNA5AB6E285A,BB010,B+,Plasma,DONATION,1.0,2024-01-11 18:57:00,DONATION1616,,,POSTED,
TXNCE94D64F03,BB012,B-,RBC,DONATION,1.0,2024-01-12 14:04:00,DONATION0642,,,POSTED,
TXNB8D16A9079,BB012,B-,Platelets,DONATION,1.0,2024-01-12 14:34:00,DONATION0642,,,POSTED,
TXN49D00384B7,BB012,B-,Plasma,DONATION,1.0,2024-01-12 15:38:00,DONATION0642,,,POSTED,
TXN5D968BEA15,BB010,B+,Platelets,ISSUE,1.0,2024-01-12 16:07:00,,,,POSTED,ISSUE3B32453289
TXN3FC5501F3E,BB013,O+,Platelets,ISSUE,1.0,2024-01-13 17:33:00,,,,POSTED,ISSUE97CE7AEDAA
TXN703EB77D5F,BB010,B+,Plasma,ISSUE,1.0,2024-01-13 18:49:00,,,,POSTED,ISSUEDA2F598302
TXNC1E8A27D4B,BB001,O-,Plasma,EXPIRY,1.0,2024-01-14 11:27:00,,,,POSTED,
TXNA5962357B5,BB001,O+,Plasma,EXPIRY,2.0,2024-01-14 18:17:00,,,,POSTED,
TXNF03D4D50FC,BB009,O+,Plasma,DONATION,2.0,2024-01-16 08:05:00,DONATION1682,,,POSTED,
TXN78ADE8015D,BB009,A+,Platelets,DONATION,2.0,2024-01-16 08:29:00,DONATION1432,,,POSTED,
TXN17B51ED556,BB009,O+,RBC,DONATION,2.0,2024-01-16 12:12:00,DONATION1682,,,POSTED,
TXN4D9CF5B90C,BB009,A+,Plasma,DONATION,2.0,2024-01-16 12:12:00,DONATION1432,,,POSTED,
TXNC6768980AF,BB009,A+,RBC,DONATION,2.0,2024-01-16 17:14:00,DONATION1432,,,POSTED,
TXNBF8E8AA825,BB006,A+,RBC,DONATION,1.0,2024-01-17 11:45:00,DONATION1518,,,POSTED,
TXNA02D36BF28,BB006,A+,Plasma,DONATION,1.0,2024-01-17 16:17:00,DONATION1518,,,POSTED,
TXN36242DF9AD,BB006,A+,Platelets,DONATION,1.0,2024-01-17 16:36:00,DONATION1518,,,POSTED,
TXNF3B9D69A35,BB013,A+,Plasma,DONATION,1.0,2024-01-19 12:46:00,DONATION0360,,,POSTED,
TXN62FD50A2D5,BB009,A+,Plasma,ISSUE,1.0,2024-01-19 14:16:00,,,,POSTED,ISSUE51A487BC23
TXNE7771EDBD0,BB013,A+,RBC,DONATION,1.0,2024-01-19 14:18:00,DONATION0360,,,POSTED,
TXN625916CF6E,BB012,O-,Platelets,DONATION,1.0,2024-01-21 08:22:00,DONATION0399,,,POSTED,
TXN8C2E1C8147,BB018,A+,RBC,DONATION,1.0,2024-01-21 08:35:00,DONATION1080,,,POSTED,
TXN574347E8F0,BB018,A+,Platelets,DONATION,1.0,2024-01-21 08:36:00,DONATION1080,,,POSTED,
TXNF10BE81B8A,BB012,O-,RBC,DONATION,1.0,2024-01-21 08:40:00,DONATION0399,,,POSTED,
TXN1DF1C33CE9,BB012,O-,Plasma,DONATION,1.0,2024-01-21 14:23:00,DONATION0399,,,POSTED,
TXNDA1AE789BC,BB018,A+,Plasma,DONATION,1.0,2024-01-21 16:09:00,DONATION1080,,,POSTED,
TXN9C6B3F2324,BB004,A-,Plasma,DONATION,3.0,2024-01-22 12:55:00,DONATION1507,,,POSTED,
TXN25C7DC0057,BB004,A-,RBC,DONATION,3.0,2024-01-22 13:07:00,DONATION1507,,,POSTED,
TXNF26024174D,BB004,A-,Platelets,DONATION,3.0,2024-01-22 14:44:00,DONATION1507,,,POSTED,
TXN7BF9285E30,BB018,A+,RBC,ISSUE,2.0,2024-01-23 10:40:00,,,,POSTED,ISSUE27D32115DD
TXN730939C397,BB009,A+,RBC,ISSUE,3.0,2024-01-23 16:07:00,,,,POSTED,ISSUE87D0F95044
TXN0805BF550C,BB004,A-,Platelets,ISSUE,1.0,2024-01-24 16:24:00,,,,POSTED,ISSUEF40BDC429E
TXN6EF29BDD8F,BB009,O+,Plasma,ISSUE,3.0,2024-01-26 08:28:00,,,,POSTED,ISSUE4ED2DA79A9
TXNA84E5869DE,BB004,A-,Platelets,EXPIRY,1.0,2024-01-27 10:12:00,,,,POSTED,
TXN0B291EE609,BB013,A+,RBC,DONATION,1.0,2024-01-28 13:27:00,DONATION0048,,,POSTED,
TXNA106BC899E,BB013,A+,Plasma,DONATION,1.0,2024-01-28 14:29:00,DONATION0048,,,POSTED,
TXN946BF4DA26,BB017,AB+,Platelets,DONATION,1.0,2024-02-01 11:19:00,DONATION1689,,,POSTED,
TXN8EC5BED2FF,BB007,A-,RBC,DONATION,1.0,2024-02-01 13:47:00,DONATION1869,,,POSTED,
TXNC06BD31170,BB017,AB+,RBC,DONATION,1.0,2024-02-01 14:08:00,DONATION1689,,,POSTED,
TXN8AFA3E8EE6,BB007,A-,Plasma,DONATION,1.0,2024-02-01 15:48:00,DONATION1869,,,POSTED,
TXND7AEC87BAC,BB017,AB+,Plasma,DONATION,1.0,2024-02-01 17:38:00,DONATION1689,,,POSTED,
TXNB0936DFC8F,BB018,A-,RBC,DONATION,1.0,2024-02-02 09:24:00,DONATION0013,,,POSTED,
TXN93749CB319,BB018,A-,Plasma,DONATION,1.0,2024-02-02 12:29:00,DONATION0013,,,POSTED,
TXN8FA10268DC,BB017,AB+,Plasma,ISSUE,1.0,2024-02-02 15:48:00,,,,POSTED,ISSUE884FB4202E
TXN6595A5C5D3,BB008,O+,RBC,DONATION,1.0,2024-02-03 08:19:00,DONATION0259,,,POSTED,
TXNCD6CA4714F,BB008,O+,Plasma,DONATION,1.0,2024-02-03 15:02:00,DONATION0259,,,POSTED,
TXN7B68DA4E81,BB007,A-,RBC,ISSUE,1.0,2024-02-04 12:34:00,,,,POSTED,ISSUEEECCF19215
TXN7471D794CD,BB012,B-,RBC,EXPIRY,1.0,2024-02-05 10:42:00,,,,POSTED,
TXN192BD974D4,BB017,AB+,RBC,ISSUE,1.0,2024-02-05 14:06:00,,,,POSTED,ISSUE653A3DCF04
TXND225D68E5B,BB017,AB+,Platelets,EXPIRY,1.0,2024-02-06 09:42:00,,,,POSTED,
TXN3A6EFF6248,BB008,O+,RBC,ISSUE,4.0,2024-02-06 11:22:00,,,,POSTED,ISSUE09ED98E2F8
TXNE838609D87,BB006,B-,Platelets,DONATION,1.0,2024-02-07 10:18:00,DONATION0496,,,POSTED,
TXN43440921AC,BB001,O+,Plasma,DONATION,1.0,2024-02-07 11:33:00,DONATION1901,,,POSTED,
TXN69274E1A67,BB001,O+,RBC,DONATION,1.0,2024-02-07 12:53:00,DONATION1901,,,POSTED,
TXN8EF259BAD7,BB006,B-,Plasma,DONATION,1.0,2024-02-07 14:52:00,DONATION0496,,,POSTED,
TXN7A221E861B,BB006,B-,RBC,DONATION,1.0,2024-02-07 14:57:00,DONATION0496,,,POSTED,
TXN2A3368D332,BB001,O+,Platelets,DONATION,1.0,2024-02-07 17:03:00,DONATION1901,,,POSTED,
TXNFA643EF973,BB003,AB+,Plasma,EXPIRY,1.0,2024-02-08 14:37:00,,,,POSTED,
TXN2EE31D072D,BB007,AB+,RBC,EXPIRY,1.0,2024-02-08 17:21:00,,,,POSTED,
TXN56DAC00882,BB006,B-,Platelets,ISSUE,1.0,2024-02-10 14:56:00,,,,POSTED,ISSUE820F952E64
TXN8FC1C79618,BB011,O+,Plasma,DONATION,1.0,2024-02-11 16:19:00,DONATION0928,,,POSTED,
TXN7F62B71284,BB011,O+,RBC,DONATION,1.0,2024-02-11 18:22:00,DONATION0928,,,POSTED,
TXN7F3966A0EB,BB016,B+,RBC,DONATION,1.0,2024-02-12 08:08:00,DONATION0561,,,POSTED,
TXN31C62978A0,BB018,A+,Plasma,DONATION,1.0,2024-02-12 09:25:00,DONATION0339,,,POSTED,
TXN36BA5A4C6C,BB016,O-,RBC,DONATION,2.0,2024-02-12 11:04:00,DONATION1618,,,POSTED,
TXNA62806B8CE,BB016,O-,Platelets,DONATION,2.0,2024-02-12 14:09:00,DONATION1618,,,POSTED,
TXNF9F0422E65,BB018,A+,RBC,DONATION,1.0,2024-02-12 14:33:00,DONATION0339,,,POSTED,
TXN9F72B0A33B,BB016,O-,Plasma,DONATION,2.0,2024-02-12 15:37:00,DONATION1618,,,POSTED,
TXNE5DD88437C,BB016,B+,Plasma,DONATION,1.0,2024-02-12 16:18:00,DONATION0561,,,POSTED,
TXNA17D8E1FDE,BB016,B+,Platelets,DONATION,1.0,2024-02-12 17:20:00,DONATION0561,,,POSTED,
TXN2895529EBF,BB006,A+,Plasma,DONATION,1.0,2024-02-13 13:11:00,DONATION1745,,,POSTED,
TXN6679138AFA,BB006,A+,RBC,DONATION,1.0,2024-02-13 15:43:00,DONATION1745,,,POSTED,
TXN7FDC51FAA2,BB006,A+,Platelets,DONATION,1.0,2024-02-13 18:31:00,DONATION1745,,,POSTED,
TXN051FA07210,BB011,A+,Plasma,DONATION,1.0,2024-02-14 09:32:00,DONATION0788,,,POSTED,
TXNFA1F619489,BB011,A+,RBC,DONATION,1.0,2024-02-14 09:37:00,DONATION0788,,,POSTED,
TXN41A107C626,BB016,O+,RBC,DONATION,1.0,2024-02-14 12:45:00,DONATION1451,,,POSTED,
TXNB89DF0E895,BB016,O+,Plasma,DONATION,1.0,2024-02-14 13:45:00,DONATION1451,,,POSTED,
TXNFFB1E74576,BB011,A+,Platelets,DONATION,1.0,2024-02-14 14:04:00,DONATION0788,,,POSTED,
TXN8D70B94ADA,BB016,O+,Platelets,DONATION,1.0,2024-02-14 14:05:00,DONATION1451,,,POSTED,
TXN8BE242E9F4,BB016,B+,Plasma,ISSUE,1.0,2024-02-16 13:35:00,,,,POSTED,ISSUE4F4DDF5D10
TXN2F60A3DF56,BB009,O+,Plasma,DONATION,1.0,2024-02-17 09:12:00,DONATION0575,,,POSTED,
TXN01F53E5170,BB009,O+,RBC,DONATION,1.0,2024-02-17 17:02:00,DONATION0575,,,POSTED,
TXNFEF3A02322,BB016,O+,RBC,ISSUE,2.0,2024-02-18 16:54:00,,,,POSTED,ISSUEE327479109
TXN222BFDD94C,BB016,O+,Plasma,ISSUE,3.0,2024-02-19 11:05:00,,,,POSTED,ISSUE5263359A8B
TXN816F125112,BB011,A+,RBC,ISSUE,1.0,2024-02-19 16:18:00,,,,POSTED,ISSUEA4D860E0B7
TXN842B9FBF58,BB011,O+,Plasma,ISSUE,3.0,2024-02-19 17:27:00,,,,POSTED,ISSUEDD4D7D48A8
TXNCD8E47D473,BB003,O+,RBC,DONATION,1.0,2024-02-20 11:19:00,DONATION0600,,,POSTED,
TXNE82ECC2BC2,BB018,A+,RBC,ISSUE,3.0,2024-02-20 17:43:00,,,,POSTED,ISSUEBE72926A88
TXN45AF09E3B0,BB003,O+,Plasma,DONATION,1.0,2024-02-20 18:52:00,DONATION0600,,,POSTED,
TXN6F0AA1D12D,BB007,B+,Plasma,DONATION,1.0,2024-02-21 08:13:00,DONATION1444,,,POSTED,
TXN9634B58AD8,BB014,O+,RBC,DONATION,1.0,2024-02-21 08:14:00,DONATION0018,,,POSTED,
TXN7F5719CC00,BB014,O+,Plasma,DONATION,1.0,2024-02-21 08:51:00,DONATION0018,,,POSTED,
TXN89EE1FBDF6,BB014,O+,Platelets,DONATION,1.0,2024-02-21 12:04:00,DONATION0018,,,POSTED,
TXN15375B79DA,BB007,B+,RBC,DONATION,1.0,2024-02-21 16:34:00,DONATION1444,,,POSTED,
TXN1AC90AC4CA,BB003,O+,Plasma,ISSUE,2.0,2024-02-22 17:44:00,,,,POSTED,ISSUE65926700B6
TXNF087D61B18,BB009,O+,Plasma,ISSUE,2.0,2024-02-23 14:10:00,,,,POSTED,ISSUE2F3B945F91
TXN9278F7127E,BB007,O-,Plasma,DONATION,3.0,2024-02-25 11:07:00,DONATION0184,,,POSTED,
TXN4056140A09,BB005,O+,Platelets,DONATION,1.0,2024-02-25 11:58:00,DONATION0219,,,POSTED,
TXNFF6B30F689,BB007,O-,RBC,DONATION,3.0,2024-02-25 12:05:00,DONATION0184,,,POSTED,
TXNC4C0848A24,BB005,O+,RBC,DONATION,1.0,2024-02-25 15:15:00,DONATION0219,,,POSTED,
TXNA1D8047B7B,BB005,O+,Plasma,DONATION,1.0,2024-02-25 15:35:00,DONATION0219,,,POSTED,
TXNE1DACBFEBF,BB015,O+,RBC,DONATION,1.0,2024-02-27 11:06:00,DONATION1617,,,POSTED,
TXN0F81D4E8A4,BB015,O+,Platelets,DONATION,1.0,2024-02-27 11:24:00,DONATION1617,,,POSTED,
TXN1082D59678,BB015,O+,Plasma,DONATION,1.0,2024-02-27 11:47:00,DONATION1617,,,POSTED,
TXN7B969850DC,BB008,B-,Plasma,DONATION,1.0,2024-02-28 17:14:00,DONATION0991,,,POSTED,
TXNA747787D88,BB008,B-,RBC,DONATION,1.0,2024-02-28 17:46:00,DONATION0991,,,POSTED,
TXND70BA4D396,BB012,AB+,Plasma,DONATION,1.0,2024-02-29 16:11:00,DONATION1414,,,POSTED,
TXN473D990616,BB014,O+,RBC,ISSUE,7.0,2024-02-29 16:46:00,,,,POSTED,ISSUE06244B840D
TXNC5D94F8A2C,BB012,AB+,RBC,DONATION,1.0,2024-02-29 17:36:00,DONATION1414,,,POSTED,
TXN44451675E9,BB009,AB+,Plasma,EXPIRY,1.0,2024-03-01 09:00:00,,,,POSTED,
TXNE4E3D3C655,BB015,O+,Platelets,ISSUE,1.0,2024-03-01 11:55:00,,,,POSTED,ISSUE4DEA9E9229
TXN9C0E325A29,BB014,O+,Platelets,ISSUE,2.0,2024-03-01 17:06:00,,,,POSTED,ISSUE6D59486E0D
TXN466E12289F,BB002,AB+,Plasma,DONATION,1.0,2024-03-02 17:04:00,DONATION0025,,,POSTED,
TXNA222E515DE,BB002,AB+,Platelets,DONATION,1.0,2024-03-02 17:29:00,DONATION0025,,,POSTED,
TXN9DD4B35856,BB002,AB+,RBC,DONATION,1.0,2024-03-02 18:27:00,DONATION0025,,,POSTED,
TXNEF81F47458,BB015,O+,RBC,ISSUE,2.0,2024-03-03 09:11:00,,,,POSTED,ISSUE5AB9E575FD
TXN2F98A114D5,BB004,A-,RBC,EXPIRY,1.0,2024-03-04 16:13:00,,,,POSTED,
TXNF61B738AC9,BB007,O-,RBC,ISSUE,1.0,2024-03-05 09:50:00,,,,POSTED,ISSUE700C31188B
TXNF61043F2C9,BB002,AB+,RBC,ISSUE,1.0,2024-03-05 10:20:00,,,,POSTED,ISSUE5A9B6811E1
TXN5B3A19E06D,BB018,AB+,Plasma,EXPIRY,1.0,2024-03-05 11:50:00,,,,POSTED,
TXN216F9FE9A0,BB007,O-,Plasma,ISSUE,2.0,2024-03-05 14:14:00,,,,POSTED,ISSUEFF9828A070
TXNA1C9CD092B,BB005,O+,Platelets,ISSUE,4.0,2024-03-05 18:11:00,,,,POSTED,ISSUE4B8A818B84
TXN92BCFEEB28,BB012,AB+,RBC,ISSUE,1.0,2024-03-07 17:51:00,,,,POSTED,ISSUED77E5ECCBB
TXN4A7F83B24A,BB008,B-,Plasma,ISSUE,1.0,2024-03-08 13:54:00,,,,POSTED,ISSUE1B3412AA84
TXN50E5324085,BB020,O+,RBC,DONATION,2.0,2024-03-09 11:28:00,DONATION0006,,,POSTED,
TXNA81C71392D,BB020,O+,Plasma,DONATION,2.0,2024-03-09 17:17:00,DONATION0006,,,POSTED,
TXN0BDA06267F,BB005,O-,RBC,DONATION,1.0,2024-03-11 08:13:00,DONATION0127,,,POSTED,
TXN368DF296EF,BB004,O+,RBC,DONATION,2.0,2024-03-11 09:06:00,DONATION1288,,,POSTED,
TXNF7A158C93D,BB004,O+,Platelets,DONATION,2.0,2024-03-11 10:11:00,DONATION1288,,,POSTED,
TXNA579FA6ED6,BB005,O-,Plasma,DONATION,1.0,2024-03-11 14:24:00,DONATION0127,,,POSTED,
TXNA709F71D36,BB020,O+,RBC,ISSUE,4.0,2024-03-11 14:49:00,,,,POSTED,ISSUE3E862FA28E
TXNC0BD4900E4,BB004,O+,Plasma,DONATION,2.0,2024-03-11 16:42:00,DONATION1288,,,POSTED,
TXN4C325378F8,BB002,AB+,Platelets,ISSUE,1.0,2024-03-11 18:41:00,,,,POSTED,ISSUE3CB66CC556
TXNDB565097BB,BB014,A+,RBC,DONATION,3.0,2024-03-12 10:44:00,DONATION1020,,,POSTED,
TXNBE2CEC3E0E,BB014,A+,Plasma,DONATION,3.0,2024-03-12 17:11:00,DONATION1020,,,POSTED,
TXN64719E291D,BB005,O-,RBC,ISSUE,1.0,2024-03-12 17:23:00,,,,POSTED,ISSUEF44EAFBE18
TXN293DB8244F,BB003,O-,RBC,DONATION,1.0,2024-03-13 13:03:00,DONATION0757,,,POSTED,
TXN102396B9AC,BB003,O-,Plasma,DONATION,1.0,2024-03-13 15:54:00,DONATION0757,,,POSTED,
TXN904AECCE48,BB008,A+,RBC,DONATION,2.0,2024-03-14 10:24:00,DONATION0738,,,POSTED,
TXNC77E520894,BB007,A-,RBC,EXPIRY,1.0,2024-03-14 12:55:00,,,,POSTED,
