issue_id,blood_bank_id,blood_group,component_type,units,issue_date,hospital_id
ISSUE52C66404F9,BB019,O+,Plasma,3,2026-05-18,HOSP002
ISSUE0BCDDFC5B0,BB019,O+,Plasma,2,2023-07-06,HOSP011
ISSUE38B6C03561,BB019,O+,Plasma,1,2026-03-30,HOSP009
ISSUE3C93CBE6ED,BB019,O+,Plasma,1,2025-03-05,HOSP002
ISSUE4E85AA6473,BB019,O+,Plasma,3,2024-08-06,HOSP007
ISSUE38C070E6B1,BB019,O+,Plasma,3,2024-11-03,HOSP008
ISSUEF32DDA94B2,BB019,O+,Platelets,1,2026-01-29,HOSP001
ISSUE88B3BD1CD6,BB019,O+,Platelets,1,2025-11-11,HOSP006
ISSUE17B6398E6E,BB019,O+,Platelets,1,2024-08-01,HOSP005
ISSUE39929484B4,BB019,O+,Platelets,2,2025-05-22,HOSP007
ISSUE5A9B6811E1,BB002,AB+,RBC,1,2024-03-05,HOSP002
ISSUE3BC133AD99,BB002,AB+,Plasma,1,2025-12-22,HOSP008
ISSUE4712653AF6,BB002,AB+,Plasma,1,2024-09-18,HOSP005
ISSUE3CB66CC556,BB002,AB+,Platelets,1,2024-03-11,HOSP004
ISSUE9B725721D0,BB002,AB+,Platelets,1,2025-12-15,HOSP008
ISSUED6ADF73F77,BB013,O+,RBC,4,2024-09-03,HOSP007
ISSUE050F14B728,BB013,O+,RBC,5,2025-12-09,HOSP009
ISSUEE33FCCD1E5,BB013,O+,RBC,4,2024-06-11,HOSP011
ISSUEC3B3820BB3,BB013,O+,RBC,2,2026-06-06,HOSP008
ISSUEC7F40837FA,BB013,O+,RBC,1,2025-11-06,HOSP005
ISSUE595F48581F,BB013,O+,RBC,3,2024-08-17,HOSP012
ISSUEDF5CB0E4DE,BB013,O+,RBC,1,2025-10-19,HOSP001
ISSUEEAB0176563,BB013,O+,RBC,1,2025-04-26,HOSP007
ISSUE067650ED98,BB013,O+,RBC,1,2024-01-11,HOSP002
ISSUEF962FB222F,BB013,O+,RBC,1,2025-07-09,HOSP010
ISSUEEC7F00511A,BB013,O+,RBC,1,2026-04-04,HOSP002
ISSUEE9EB3723B5,BB013,O+,RBC,1,2026-07-01,HOSP004
ISSUE12DEEC46D1,BB013,O+,RBC,1,2025-08-26,HOSP012
ISSUE66CC512E34,BB013,O+,Plasma,4,2024-09-04,HOSP003
ISSUED207251A07,BB013,O+,Plasma,2,2025-04-24,HOSP009
ISSUEA2C077C010,BB013,O+,Plasma,2,2026-03-22,HOSP006
ISSUE34C92231D1,BB013,O+,Plasma,4,2025-10-16,HOSP003
ISSUEC4DB14DAD3,BB013,O+,Plasma,1,2024-01-05,HOSP001
ISSUE1626C55A19,BB013,O+,Plasma,3,2023-08-30,HOSP002
ISSUE51598AA138,BB013,O+,Plasma,1,2025-05-01,HOSP008
ISSUEAB81D6911F,BB003,A+,RBC,3,2025-05-26,HOSP001
ISSUE32B9AAB738,BB003,A+,RBC,1,2023-11-19,HOSP010
ISSUE4855940448,BB003,A+,RBC,1,2023-10-28,HOSP007
ISSUED7019E86C5,BB003,A+,Plasma,4,2025-05-04,HOSP007
ISSUEC85B4BC74D,BB003,A+,Plasma,1,2025-06-11,HOSP009
ISSUEDCA688B2E6,BB003,A+,Plasma,2,2026-05-10,HOSP011
ISSUEF5A9319D40,BB003,A+,Platelets,2,2024-05-28,HOSP005
ISSUEFCCC91C8B3,BB003,A+,Platelets,1,2025-09-17,HOSP001
ISSUE983C25354A,BB003,A+,Platelets,1,2025-05-14,HOSP007
ISSUE23B9B8F613,BB003,A+,Platelets,1,2025-05-20,HOSP005
ISSUE12113E995F,BB009,A-,RBC,2,2023-09-14,HOSP002
ISSUE51D6EC2610,BB009,A-,RBC,1,2025-05-29,HOSP011
ISSUE5FB36804C7,BB009,A-,RBC,2,2021-12-02,HOSP010
ISSUE8CD5CE625C,BB009,A-,RBC,1,2022-10-17,HOSP004
ISSUE54935EC610,BB009,A-,RBC,1,2022-01-03,HOSP010
ISSUE05F6491AF4,BB009,A-,Plasma,2,2026-06-29,HOSP009
ISSUE0EF8E69BF6,BB014,A+,RBC,2,2026-03-17,HOSP003
ISSUE3B5BEED694,BB014,A+,RBC,4,2024-12-30,HOSP006
ISSUE82771DC55A,BB014,A+,RBC,2,2024-09-10,HOSP011
ISSUE94FEF4AAA6,BB014,A+,RBC,2,2024-05-05,HOSP011
ISSUEA8C0CD5179,BB014,A+,RBC,3,2025-09-05,HOSP012
ISSUE4A56D1F211,BB014,A+,RBC,2,2026-05-19,HOSP008
ISSUE4B36F52B56,BB014,A+,Plasma,5,2026-03-15,HOSP001
ISSUEFF402FD5ED,BB014,A+,Plasma,2,2023-07-18,HOSP002
ISSUE8BC2AC17C1,BB014,A+,Plasma,3,2024-12-25,HOSP009
ISSUEC419A766AD,BB014,A+,Plasma,2,2024-09-05,HOSP008
ISSUEF747AA9C11,BB014,A+,Plasma,2,2026-04-30,HOSP010
ISSUEE194B3E8D4,BB014,A+,Plasma,1,2026-05-14,HOSP012
ISSUEC878F7199D,BB014,A+,Plasma,3,2024-01-08,HOSP008
ISSUE818B552FB2,BB014,A+,Plasma,2,2024-04-25,HOSP002
ISSUE44F3B17178,BB014,A+,Plasma,1,2026-05-21,HOSP010
ISSUE99FB40CD50,BB014,A+,Plasma,1,2023-09-09,HOSP006
ISSUE09ED98E2F8,BB008,O+,RBC,4,2024-02-06,HOSP009
ISSUE61082DB722,BB008,O+,RBC,4,2025-05-06,HOSP012
ISSUE9EE0D9A8D1,BB008,O+,RBC,6,2026-08-04,HOSP002
ISSUEBD0B03719C,BB008,O+,RBC,3,2026-01-20,HOSP010
ISSUEE59DF15D6E,BB008,O+,RBC,2,2026-04-26,HOSP011
ISSUE58D03F133E,BB008,O+,Plasma,6,2021-06-24,HOSP007
ISSUEFB77ED141C,BB008,O+,Plasma,3,2023-06-15,HOSP001
ISSUED7FA0CDBF0,BB008,O+,Plasma,3,2025-05-11,HOSP011
ISSUE04DD48ABD6,BB008,O+,Plasma,3,2024-08-28,HOSP011
ISSUE319E5648C8,BB008,O+,Plasma,3,2025-06-12,HOSP009
ISSUE884BFD1C72,BB008,O+,Plasma,4,2026-07-11,HOSP006
ISSUE7C77D7C8EC,BB008,O+,Plasma,3,2023-06-01,HOSP012
ISSUE0EA550E165,BB008,O+,Plasma,2,2023-05-19,HOSP011
ISSUE81DC86BEF7,BB008,O+,Plasma,1,2024-11-05,HOSP009
ISSUE5F3FEE9CD5,BB008,O+,Plasma,1,2026-02-25,HOSP009
ISSUE6B1D9797CE,BB008,O+,Plasma,2,2023-02-22,HOSP005
ISSUE6870A81949,BB008,O+,Platelets,1,2025-09-18,HOSP010
ISSUE1BBE5DF591,BB008,O+,Platelets,1,2026-08-09,HOSP012
ISSUE9E70DD4660,BB008,O+,Platelets,1,2024-07-16,HOSP007
ISSUEA03C70166F,BB008,O+,Platelets,1,2025-07-28,HOSP009
ISSUE4929491DEC,BB008,O+,Platelets,1,2023-08-31,HOSP010
ISSUE0404A2A09A,BB005,A-,RBC,1,2022-12-11,HOSP010
ISSUE20AA021AD9,BB005,A-,RBC,1,2025-10-31,HOSP003
ISSUEC3E36B812A,BB005,A-,RBC,1,2023-10-20,HOSP004
ISSUEEDD8C6CFF6,BB005,A-,Plasma,1,2022-10-20,HOSP001
ISSUE9CD3DD6A45,BB005,A-,Plasma,1,2022-12-19,HOSP011
ISSUE3AC276A6E4,BB005,A-,Plasma,1,2025-10-30,HOSP007
ISSUE4974529985,BB005,A-,Platelets,1,2022-10-18,HOSP006
ISSUEA2F4274AFB,BB005,A-,Platelets,1,2025-12-04,HOSP002
ISSUE085A6AFE33,BB005,A-,Platelets,1,2025-10-31,HOSP001
ISSUEFEA56927F4,BB005,A-,Platelets,1,2023-07-18,HOSP003
ISSUEB6318D1CD9,BB015,O-,RBC,1,2026-01-06,HOSP004
ISSUE296925CF63,BB015,O-,RBC,1,2026-04-10,HOSP009
ISSUEF83DD48BF6,BB015,O-,Plasma,1,2021-08-06,HOSP005
ISSUEE96D529E02,BB015,O-,Plasma,1,2025-07-25,HOSP001
ISSUED7296B360A,BB015,O-,Platelets,1,2021-08-03,HOSP009
ISSUE0F36D17070,BB015,O-,Platelets,1,2025-07-22,HOSP003
ISSUE14307E6FCB,BB018,AB+,RBC,1,2023-04-05,HOSP005
ISSUE6F2B96611F,BB018,AB+,RBC,1,2023-03-11,HOSP007
ISSUE1520EA50DA,BB018,AB+,Plasma,1,2024-12-24,HOSP011
ISSUE2D0846446E,BB018,AB+,Plasma,1,2026-07-16,HOSP006
ISSUEC96B1CD599,BB011,A+,RBC,4,2026-03-09,HOSP007
ISSUE059AC10C55,BB011,A+,RBC,5,2025-02-01,HOSP011
ISSUEDE983345B1,BB011,A+,RBC,3,2026-05-19,HOSP004
ISSUEA4D860E0B7,BB011,A+,RBC,1,2024-02-19,HOSP004
ISSUEE196B4A127,BB011,A+,RBC,1,2025-03-28,HOSP005
ISSUE3F1321887E,BB011,A+,RBC,3,2025-06-30,HOSP005
ISSUE795D05B50A,BB011,A+,Plasma,4,2023-11-22,HOSP002
ISSUE8C6AD6F06E,BB011,A+,Plasma,3,2025-06-09,HOSP005
ISSUE27B136BB7C,BB011,A+,Plasma,2,2025-01-28,HOSP010
ISSUE23537917D5,BB011,A+,Plasma,2,2024-03-25,HOSP009
ISSUE84BC16B006,BB011,A+,Plasma,3,2023-08-12,HOSP001
ISSUE821B2395EC,BB011,A+,Plasma,2,2024-04-24,HOSP001
ISSUE019E6C28F9,BB011,A+,Plasma,2,2025-06-23,HOSP002
ISSUEE7368DEEF0,BB011,A+,Plasma,2,2023-12-14,HOSP011
ISSUE322ABA2D1C,BB011,A+,Plasma,2,2025-03-27,HOSP006
ISSUE9FB1E91028,BB011,A+,Plasma,1,2022-08-16,HOSP001
ISSUE14246BDF98,BB011,A+,Plasma,1,2025-06-30,HOSP010
ISSUE61639C6E44,BB011,A+,Plasma,1,2024-12-08,HOSP012
ISSUE92DE16E6DA,BB011,A+,Plasma,1,2026-01-06,HOSP004
ISSUE6C0F22ADDF,BB018,O+,RBC,5,2026-02-07,HOSP010
ISSUEDB58C4D47E,BB018,O+,RBC,2,2025-03-26,HOSP004
ISSUE1FAD8220B0,BB018,O+,RBC,4,2026-07-12,HOSP002
ISSUEF0F8D9ED7C,BB018,O+,RBC,2,2025-10-17,HOSP007
ISSUED2CAFAF990,BB018,O+,Plasma,2,2026-06-05,HOSP007
ISSUE90C09EE98B,BB018,O+,Plasma,3,2025-09-21,HOSP009
ISSUE6A080A51E4,BB018,O+,Plasma,5,2026-07-07,HOSP001
ISSUEB68647C405,BB018,O+,Plasma,4,2024-09-26,HOSP007
ISSUED243AA4DBE,BB018,O+,Plasma,2,2025-01-02,HOSP010
ISSUE5E8C960998,BB018,O+,Plasma,3,2025-12-01,HOSP007
ISSUED558FBD79E,BB010,O-,RBC,1,2025-05-24,HOSP006
ISSUE1D2FEC08E4,BB010,O-,RBC,1,2022-03-17,HOSP010
ISSUE447832F3F2,BB010,O-,RBC,1,2024-10-18,HOSP001
ISSUE17642879F9,BB010,O-,Plasma,1,2024-09-04,HOSP003
ISSUE5B1E202BB7,BB020,B-,RBC,1,2022-03-10,HOSP006
ISSUED0F26E4EA7,BB020,B-,RBC,1,2024-09-14,HOSP004
ISSUEEABF99E30F,BB020,B-,RBC,1,2026-05-18,HOSP004
ISSUE471D54618B,BB020,B-,RBC,1,2025-03-26,HOSP009
ISSUE6903D81921,BB020,B-,Plasma,1,2024-09-18,HOSP004
ISSUEBBEB5AC39B,BB020,B-,Plasma,1,2026-05-12,HOSP010
ISSUE94A384486E,BB020,A+,RBC,2,2023-11-21,HOSP002
ISSUE2D34415CA1,BB020,A+,RBC,5,2023-07-25,HOSP012
ISSUE1C20CFF61A,BB020,A+,RBC,2,2023-07-02,HOSP009
ISSUE604B238D09,BB020,A+,RBC,3,2022-09-06,HOSP001
ISSUE0361BAB392,BB020,A+,RBC,2,2022-12-28,HOSP011
ISSUEE2547EEB52,BB020,A+,RBC,1,2025-06-29,HOSP004
ISSUE73B96FE64B,BB020,A+,RBC,1,2024-11-26,HOSP003
ISSUE2251774B51,BB020,A+,RBC,2,2026-05-14,HOSP012
ISSUEE6B3AA372D,BB020,A+,Plasma,4,2025-09-22,HOSP011
ISSUE27812A6AAA,BB020,A+,Plasma,4,2025-04-09,HOSP005
ISSUE3FF33A3BCB,BB020,A+,Plasma,1,2025-06-20,HOSP005
ISSUEA16197F5CD,BB020,A+,Plasma,1,2022-12-26,HOSP008
ISSUE36B0A76B25,BB020,A+,Plasma,2,2024-04-17,HOSP008
ISSUEDC6E17AD3F,BB020,A+,Plasma,1,2024-11-28,HOSP004
ISSUECFC39E8523,BB020,A+,Platelets,2,2023-11-19,HOSP008
ISSUE0AD8AE3182,BB020,A+,Platelets,1,2024-06-13,HOSP012
ISSUEE17F2E1A25,BB020,A+,Platelets,1,2025-09-25,HOSP010
ISSUEE0698F8EB5,BB020,A+,Platelets,2,2025-02-03,HOSP010
ISSUEC01FB41AAE,BB020,A+,Platelets,1,2023-07-09,HOSP012
ISSUE071290334A,BB020,A+,Platelets,1,2024-04-16,HOSP009
ISSUEB4D2D4DCD3,BB020,A+,Platelets,1,2025-06-23,HOSP004
ISSUE7AC52233F8,BB011,A-,RBC,2,2026-04-24,HOSP006
ISSUE77A8E54880,BB011,A-,RBC,1,2021-07-04,HOSP001
ISSUEF579A19C2E,BB011,A-,RBC,1,2023-11-10,HOSP004
ISSUE41B6DB8AF5,BB011,A-,RBC,1,2025-04-26,HOSP007
ISSUED0187A98F9,BB011,A-,Plasma,2,2026-02-14,HOSP002
ISSUECF617070C2,BB011,A-,Plasma,1,2023-11-21,HOSP003
ISSUEF921E64E4A,BB011,A-,Platelets,1,2023-11-13,HOSP005
ISSUE28824F4E40,BB018,B+,RBC,1,2025-11-11,HOSP007
ISSUE0969948616,BB018,B+,RBC,2,2025-09-12,HOSP012
ISSUE2AECDF591B,BB018,B+,Plasma,1,2025-11-13,HOSP008
ISSUE8FB24B09CD,BB018,B+,Plasma,1,2025-08-04,HOSP003
ISSUE11325B209D,BB018,B+,Plasma,1,2025-06-13,HOSP008
ISSUE63D891C922,BB018,B+,Plasma,1,2025-10-14,HOSP005
ISSUE8777EBBD0E,BB016,A+,RBC,3,2024-11-09,HOSP010
ISSUE736AF01884,BB016,A+,RBC,3,2023-08-08,HOSP008
ISSUEDCC76F06BA,BB016,A+,RBC,1,2024-12-02,HOSP012
ISSUE94D5799CE4,BB016,A+,RBC,2,2025-12-02,HOSP003
ISSUE2EDF941668,BB016,A+,RBC,1,2024-10-02,HOSP002
ISSUEB66605C384,BB016,A+,RBC,1,2026-05-06,HOSP012
ISSUE1A1F9BD9BC,BB016,A+,RBC,2,2026-03-10,HOSP012
ISSUE57C674D670,BB016,A+,Plasma,3,2024-12-07,HOSP010
ISSUEF65761755C,BB016,A+,Plasma,3,2026-05-25,HOSP012
ISSUE432F68EECA,BB016,A+,Plasma,1,2025-12-06,HOSP008
ISSUE08452DF6DD,BB016,A+,Plasma,1,2024-10-02,HOSP002
ISSUED524FBB51E,BB016,A+,Plasma,2,2025-09-05,HOSP010
ISSUEE28F93A872,BB016,A+,Plasma,2,2026-03-04,HOSP005
ISSUE70546CE10C,BB004,B+,RBC,2,2026-06-20,HOSP012
ISSUE3075ABE24E,BB004,B+,RBC,1,2025-10-28,HOSP009
ISSUE83B84A4E12,BB004,B+,RBC,3,2026-06-03,HOSP012
ISSUE2CCEB586EE,BB004,B+,RBC,3,2024-12-02,HOSP004
ISSUE1E1280E4AB,BB004,B+,RBC,1,2025-12-13,HOSP001
ISSUEC421079226,BB004,B+,RBC,2,2026-03-01,HOSP007
ISSUED3498DEF3B,BB004,B+,RBC,1,2025-08-16,HOSP004
ISSUEBD7FFDFBEF,BB004,B+,RBC,1,2026-06-27,HOSP002
ISSUEF5A4C759D7,BB004,B+,RBC,1,2026-03-19,HOSP005
ISSUEAE077F8B50,BB004,B+,Plasma,3,2026-05-26,HOSP007
ISSUEB0CF3E113E,BB004,B+,Plasma,3,2026-01-21,HOSP011
ISSUE03B3636B49,BB004,B+,Plasma,1,2026-02-26,HOSP012
ISSUE239A63E203,BB004,B+,Plasma,1,2025-09-16,HOSP006
ISSUE03AF6186A3,BB004,B+,Plasma,2,2026-03-21,HOSP007
ISSUE42F8BD288F,BB004,B+,Platelets,2,2025-10-19,HOSP001
ISSUE392E4F1670,BB007,A+,RBC,5,2025-09-28,HOSP012
ISSUE2FEA975F54,BB007,A+,RBC,5,2024-04-30,HOSP002
ISSUE467157532B,BB007,A+,RBC,4,2025-12-30,HOSP005
ISSUEFD3C5B6F1E,BB007,A+,RBC,3,2024-09-26,HOSP003
ISSUE0FDE406AF5,BB007,A+,RBC,1,2024-09-24,HOSP005
ISSUE3CE528417D,BB007,A+,RBC,2,2025-06-18,HOSP007
ISSUEABEB0D89ED,BB007,A+,RBC,2,2026-06-12,HOSP002
ISSUE5E3230081C,BB007,A+,Plasma,2,2023-10-14,HOSP002
ISSUEBC7A58A48F,BB007,A+,Plasma,4,2026-05-03,HOSP012
ISSUE972BD28EDF,BB007,A+,Plasma,3,2024-12-29,HOSP007
ISSUE85AC3420D1,BB007,A+,Plasma,2,2026-07-15,HOSP004
ISSUE6DB328EF7A,BB007,A+,Plasma,2,2026-05-12,HOSP008
ISSUEEFF8F4B783,BB007,A+,Plasma,2,2025-06-23,HOSP011
ISSUE2D58A2834E,BB007,A+,Plasma,2,2026-03-31,HOSP009
ISSUE8C1E464938,BB007,A+,Plasma,2,2024-01-06,HOSP009
ISSUE1004D4A7DE,BB003,AB+,RBC,1,2025-06-30,HOSP005
ISSUECDE5006EC2,BB003,AB+,RBC,1,2024-08-07,HOSP011
ISSUEE418A54556,BB003,AB+,RBC,1,2023-02-18,HOSP010
ISSUEDD693091B5,BB003,AB+,Plasma,1,2026-06-12,HOSP001
ISSUEF8F1174823,BB003,AB+,Plasma,1,2024-08-07,HOSP006
ISSUE4388023CC1,BB003,AB+,Plasma,1,2026-06-11,HOSP010
ISSUE9ABE97A50E,BB006,A+,RBC,4,2025-09-05,HOSP008
ISSUE21E3F76EF9,BB006,A+,RBC,5,2025-01-24,HOSP009
ISSUE9CB11CFBA8,BB006,A+,RBC,3,2025-09-19,HOSP001
ISSUE11F5CB7571,BB006,A+,RBC,4,2024-10-31,HOSP012
ISSUE4A47C2D05B,BB006,A+,RBC,3,2025-03-28,HOSP001
ISSUECA236F725A,BB006,A+,RBC,2,2024-06-10,HOSP003
ISSUE74CA1AA60F,BB006,A+,RBC,1,2023-02-03,HOSP002
ISSUE117B7D6602,BB006,A+,RBC,2,2023-12-28,HOSP006
ISSUED06CA00BD5,BB006,A+,RBC,1,2025-05-17,HOSP011
ISSUEC68289EDA1,BB006,A+,RBC,1,2025-03-12,HOSP008
ISSUEB6DF349B1F,BB006,A+,RBC,1,2026-04-19,HOSP006
ISSUE8979427156,BB006,A+,Plasma,2,2024-09-11,HOSP010
ISSUE59D13ABE3E,BB006,A+,Plasma,3,2025-09-05,HOSP001
ISSUE99FB0AD385,BB006,A+,Plasma,2,2024-10-30,HOSP005
ISSUE3BB12BEEDD,BB006,A+,Plasma,3,2024-05-07,HOSP005
ISSUEEACDF7E5BD,BB006,A+,Plasma,2,2026-06-07,HOSP007
ISSUEE6B40700AA,BB006,A+,Plasma,3,2023-02-02,HOSP007
ISSUE9E51F29F19,BB006,A+,Plasma,2,2024-12-29,HOSP011
ISSUEEA15AF5450,BB006,A+,Plasma,2,2025-03-09,HOSP002
ISSUEE233715482,BB006,A+,Plasma,3,2024-12-10,HOSP002
ISSUE56E94416EB,BB018,A+,RBC,7,2026-03-24,HOSP012
ISSUEA90810918E,BB018,A+,RBC,5,2025-11-30,HOSP008
ISSUEBE72926A88,BB018,A+,RBC,3,2024-02-20,HOSP001
ISSUE1FF305E4DB,BB018,A+,RBC,2,2026-01-05,HOSP006
ISSUE22D3086065,BB018,A+,RBC,3,2025-06-12,HOSP006
ISSUE27D32115DD,BB018,A+,RBC,2,2024-01-23,HOSP003
ISSUE844C6082A5,BB018,A+,RBC,2,2026-06-07,HOSP004
ISSUE029AC005BA,BB018,A+,RBC,1,2026-08-02,HOSP010
ISSUEC35D6A2CB5,BB018,A+,RBC,1,2023-06-15,HOSP001
ISSUEBBA16CA1F5,BB018,A+,RBC,2,2023-04-16,HOSP007
ISSUEDDB5D77367,BB018,A+,Plasma,7,2023-05-05,HOSP010
ISSUEC5295E957D,BB018,A+,Plasma,3,2026-03-19,HOSP008
ISSUEE56D32F89E,BB018,A+,Plasma,2,2026-07-25,HOSP011
ISSUE554C9E7AF2,BB018,A+,Plasma,2,2023-08-11,HOSP007
ISSUE46BD721F00,BB018,A+,Plasma,3,2025-11-25,HOSP011
ISSUE9F32C1047A,BB018,A+,Plasma,3,2026-01-01,HOSP004
ISSUEE2F9488041,BB018,A+,Plasma,3,2024-11-03,HOSP010
ISSUE06E8D0F65D,BB018,A+,Plasma,1,2026-05-14,HOSP008
ISSUEE6A2CC0C63,BB018,A+,Plasma,1,2026-06-22,HOSP001
ISSUE5A611237B1,BB018,A+,Plasma,2,2025-11-13,HOSP006
ISSUE4409161723,BB001,O-,RBC,1,2025-01-17,HOSP008
ISSUEE53A82A69B,BB001,O-,RBC,1,2023-01-20,HOSP007
ISSUE405BDCE002,BB001,O-,Plasma,1,2024-06-25,HOSP010
ISSUE8F9A57527E,BB001,O-,Plasma,1,2026-03-31,HOSP003
ISSUE8F99F430FD,BB019,B+,RBC,1,2024-07-15,HOSP011
ISSUE9E22AA1888,BB019,B+,RBC,1,2024-07-31,HOSP004
ISSUE6A62EC2652,BB019,B+,Plasma,1,2023-10-07,HOSP003
ISSUE91A8EA3731,BB019,B+,Plasma,1,2025-11-22,HOSP011
ISSUEA9253C3005,BB009,A+,RBC,5,2025-11-03,HOSP002
ISSUE178619CDFA,BB009,A+,RBC,2,2022-06-18,HOSP011
ISSUEB68E956309,BB009,A+,RBC,2,2025-06-30,HOSP010
ISSUED191B68E08,BB009,A+,RBC,5,2023-11-03,HOSP004
ISSUE1805549D2B,BB009,A+,RBC,1,2026-05-22,HOSP001
ISSUED80D877766,BB009,A+,RBC,3,2025-08-17,HOSP004
ISSUEFC0A2A9CF6,BB009,A+,RBC,4,2026-08-11,HOSP003
ISSUE773310DCC5,BB009,A+,RBC,2,2025-05-29,HOSP007
ISSUE87D0F95044,BB009,A+,RBC,3,2024-01-23,HOSP012
ISSUE39523D5356,BB009,A+,Plasma,7,2025-10-20,HOSP012
ISSUEEC61851FF2,BB009,A+,Plasma,5,2021-03-22,HOSP010
ISSUEEF28A64EE9,BB009,A+,Plasma,4,2023-11-04,HOSP003
ISSUE20E1A62BEF,BB009,A+,Plasma,3,2026-04-04,HOSP002
ISSUE1CC183A731,BB009,A+,Plasma,2,2025-10-28,HOSP008
ISSUEC7E60A6A26,BB009,A+,Plasma,3,2026-08-02,HOSP003
ISSUED15B7D716C,BB009,A+,Plasma,2,2025-05-31,HOSP012
ISSUE7C123A5783,BB009,A+,Plasma,1,2026-01-18,HOSP008
ISSUE51A487BC23,BB009,A+,Plasma,1,2024-01-19,HOSP005
ISSUE0E59AC8D55,BB009,A+,Plasma,1,2026-07-31,HOSP003
ISSUE07483E30AC,BB009,A+,Plasma,1,2024-09-10,HOSP009
ISSUE5C0D27A9A3,BB009,A+,Plasma,1,2024-05-05,HOSP010
ISSUE9D89C8025E,BB009,A+,Platelets,2,2026-01-17,HOSP004
ISSUE1F7695951B,BB009,A+,Platelets,2,2024-05-03,HOSP008
ISSUEE13C0F7477,BB010,AB-,Plasma,1,2025-04-07,HOSP012
ISSUE5D2476932D,BB010,A+,RBC,2,2025-08-05,HOSP005
ISSUE04E5697FBB,BB010,A+,RBC,2,2024-03-19,HOSP009
ISSUE28A5F96B04,BB010,A+,RBC,2,2026-06-06,HOSP011
ISSUE24D86A47AB,BB010,A+,RBC,1,2023-08-20,HOSP005
ISSUE129AC8A08D,BB010,A+,RBC,2,2026-05-19,HOSP003
ISSUE6ABC93FC5C,BB010,A+,RBC,1,2022-10-26,HOSP010
ISSUE628D3603C9,BB010,A+,RBC,1,2026-07-17,HOSP011
ISSUEDF5F4FFDA2,BB010,A+,Plasma,1,2026-05-03,HOSP008
ISSUE013363940F,BB010,A+,Plasma,3,2026-01-03,HOSP002
ISSUEDBE5CF535D,BB010,A+,Plasma,2,2022-06-21,HOSP008
ISSUEEEF23B84EE,BB010,A+,Plasma,2,2026-07-25,HOSP011
ISSUEE6DB641F7A,BB010,A+,Plasma,2,2026-05-22,HOSP009
ISSUE4E7777E821,BB010,A+,Plasma,1,2026-05-02,HOSP003
ISSUE70C564050C,BB016,O-,RBC,1,2024-07-16,HOSP011
ISSUE3700869D31,BB016,O-,RBC,2,2025-12-12,HOSP004
ISSUEBAA6EE4361,BB016,O-,RBC,1,2024-05-19,HOSP011
ISSUEBCC772A82E,BB016,O-,Plasma,1,2022-05-14,HOSP007
ISSUE7BE61F68DD,BB016,O-,Plasma,1,2024-07-11,HOSP009
ISSUED39F5FE901,BB016,O-,Platelets,1,2022-12-09,HOSP005
ISSUEB39EF54F9D,BB016,O-,Platelets,1,2024-07-14,HOSP006
ISSUE6085D33824,BB008,O-,Plasma,1,2024-09-02,HOSP012
ISSUE802367E96B,BB008,O-,Plasma,1,2024-10-30,HOSP006
ISSUE6B317B28AE,BB018,AB-,RBC,1,2024-07-30,HOSP006
ISSUEA6E0522B8B,BB014,B-,RBC,2,2024-06-08,HOSP001
ISSUE1B83838CB2,BB014,B-,RBC,1,2021-09-20,HOSP005
ISSUEE14D5135C6,BB014,B-,RBC,1,2024-11-18,HOSP012
ISSUE5C33DA2C0D,BB014,B-,Plasma,2,2026-04-09,HOSP010
ISSUE2C3C62137C,BB014,B-,Plasma,1,2026-04-30,HOSP009
ISSUE04702E508B,BB014,B-,Plasma,2,2024-05-31,HOSP012
ISSUEA36951B493,BB020,A-,RBC,1,2026-01-13,HOSP008
ISSUE7FB14FD2ED,BB020,A-,RBC,1,2025-10-22,HOSP012
ISSUE517F156726,BB020,A-,RBC,1,2025-11-15,HOSP008
ISSUEBC42594857,BB020,A-,Plasma,1,2025-11-15,HOSP009
ISSUE7A8FB219C0,BB020,A-,Platelets,1,2026-01-13,HOSP012
ISSUE94D413833A,BB020,A-,Platelets,1,2025-11-17,HOSP009
ISSUEEF6E6A5686,BB005,O+,RBC,6,2025-06-13,HOSP007
ISSUEC02F4290D0,BB005,O+,RBC,3,2026-01-10,HOSP009
ISSUEF9A2EF1598,BB005,O+,RBC,3,2024-09-12,HOSP010
ISSUE47E6DC4105,BB005,O+,RBC,3,2025-09-01,HOSP005
ISSUE0D52A4857C,BB005,O+,RBC,3,2026-02-12,HOSP004
ISSUEB820534488,BB005,O+,RBC,2,2025-02-26,HOSP003
ISSUE556EA37833,BB005,O+,RBC,2,2026-03-03,HOSP002
ISSUEAF9BF94D7D,BB005,O+,RBC,2,2023-05-08,HOSP004
ISSUE6A5A694744,BB005,O+,RBC,2,2023-12-03,HOSP001
ISSUE7A27E1351B,BB005,O+,Plasma,5,2026-04-03,HOSP002
ISSUE62C83089AB,BB005,O+,Plasma,2,2025-08-30,HOSP008
ISSUEDF437622B5,BB005,O+,Plasma,3,2026-02-08,HOSP002
ISSUE0D9DBC6347,BB005,O+,Plasma,5,2025-03-02,HOSP007
ISSUE0B943B51D9,BB005,O+,Plasma,3,2026-04-14,HOSP011
ISSUE115F875024,BB005,O+,Plasma,4,2023-05-11,HOSP001
ISSUEF08DF51931,BB005,O+,Plasma,3,2023-12-02,HOSP003
